,RG Description,RG Descr,REQ Description,REQ Descr,LINE Description,LINE Descr,Course ID,Subject,Catalog
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),005527,SOC,3080
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),005562,SOC,4071
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),005540,SOC,5045
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),005543,SOC,5060
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),005562,SOC,5071
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),005527,SOC,5080
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),004206,SPAN,3012
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),004207,SPAN,3018
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),004208,SPAN,3020
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),004211,SPAN,3023
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),004217,SPAN,3031
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),004220,SPAN,3035
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),004235,SPAN,4062
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),004236,SPAN,4063
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),004235,SPAN,5062
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),004236,SPAN,5063
ADVSR,HISTORY: GLOBAL STUDIES BA  (2024-2025) 963BA,40 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. NOTE: This program will require up to SIX hours in a language other than English beyond the university's Foreign Language Competency requirement if a student does not demonstrate a proficiency at the fourth semester level. (RG-62730),HISTORY ELECTIVES,24 Units Required (RQ-64547),Interdisciplinary Perspectives,Choose three courses from the following. (LN-030),002566,SW,1041
ADVSR,SOCIAL WORK BSW (2024-2025)  450BSW,55-60 Units Required (RG-50056) *A minimum cumulative grade point average for all college work of 2.50 is required for admission to the Social Work major. **A minimum UNI grade point average of 2.5 is required for graduation as a Social Work major.,REQUIRED COURSES: RESEARCH,3 Units Required. *Required courses for the Social Work major require a C (2.0) or higher to count towards major. (RQ-64577),Social Work Research,3 Units Required (LN-010),002589,SW,3185
ADVSR,PUBLIC ADMINISTRATION BA MAJOR (2023-present) 94XBA,36-41 Units Required.  Note: Not more than 12 semester hours of political science taken for the Public Administration major can also be counted toward a Political Science major.  (RG-61984),REQUIRED COURSES,27 Units Required (RQ-64370),Power & Politics in the U.S.,3 Units Required (LN-10),005186,POL AMER,1014
ADVSR,PUBLIC ADMINISTRATION BA MAJOR (2023-present) 94XBA,36-41 Units Required.  Note: Not more than 12 semester hours of political science taken for the Public Administration major can also be counted toward a Political Science major.  (RG-61984),REQUIRED COURSES,27 Units Required (RQ-64370),Current and Emerging Issues in Public Administration,3 Units Required (LN-020),005187,POL AMER,1048
ADVSR,PUBLIC ADMINISTRATION BA MAJOR (2023-present) 94XBA,36-41 Units Required.  Note: Not more than 12 semester hours of political science taken for the Public Administration major can also be counted toward a Political Science major.  (RG-61984),REQUIRED COURSES,27 Units Required (RQ-64370),Public Budgeting,3 Units Required (LN-030),005210,POL AMER,3172
ADVSR,PUBLIC ADMINISTRATION BA MAJOR (2023-present) 94XBA,36-41 Units Required.  Note: Not more than 12 semester hours of political science taken for the Public Administration major can also be counted toward a Political Science major.  (RG-61984),REQUIRED COURSES,27 Units Required (RQ-64370),Leadership and Management in Public Service,3 Units Required (LN-040),005204,POL AMER,3153
ADVSR,PUBLIC ADMINISTRATION BA MAJOR (2023-present) 94XBA,36-41 Units Required.  Note: Not more than 12 semester hours of political science taken for the Public Administration major can also be counted toward a Political Science major.  (RG-61984),REQUIRED COURSES,27 Units Required (RQ-64370),Politics and Public Policy,3 Units Required (LN-050),005211,POL AMER,4173
ADVSR,PUBLIC ADMINISTRATION BA MAJOR (2023-present) 94XBA,36-41 Units Required.  Note: Not more than 12 semester hours of political science taken for the Public Administration major can also be counted toward a Political Science major.  (RG-61984),REQUIRED COURSES,27 Units Required (RQ-64370),Seminar in Public Administration,3 Units Required (LN-060),,POL AMER,4188
ADVSR,PUBLIC ADMINISTRATION BA MAJOR (2023-present) 94XBA,36-41 Units Required.  Note: Not more than 12 semester hours of political science taken for the Public Administration major can also be counted toward a Political Science major.  (RG-61984),REQUIRED COURSES,27 Units Required (RQ-64370),Analyzing Politics,3 Units Required (LN-070),005088,POL GEN,2010
ADVSR,PUBLIC ADMINISTRATION BA MAJOR (2023-present) 94XBA,36-41 Units Required.  Note: Not more than 12 semester hours of political science taken for the Public Administration major can also be counted toward a Political Science major.  (RG-61984),REQUIRED COURSES,27 Units Required (RQ-64370),Politics and Statistics,3 Units Required (LN-080),005098,POL GEN,3111
ADVSR,PUBLIC ADMINISTRATION BA MAJOR (2023-present) 94XBA,36-41 Units Required.  Note: Not more than 12 semester hours of political science taken for the Public Administration major can also be counted toward a Political Science major.  (RG-61984),REQUIRED COURSES,27 Units Required (RQ-64370),Politics and Statistics,3 Units Required (LN-080),005512,SOC SCI,2020
ADVSR,PUBLIC ADMINISTRATION BA MAJOR (2023-present) 94XBA,36-41 Units Required.  Note: Not more than 12 semester hours of political science taken for the Public Administration major can also be counted toward a Political Science major.  (RG-61984),REQUIRED COURSES,27 Units Required (RQ-64370),Internship in Politics,3 Units Required (LN-090),005156,POL GEN,3181
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005269,HIST,4010
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005362,HIST,4110
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005363,HIST,4130
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005364,HIST,4140
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005372,HIST,4150
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005359,HIST,4160
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),060306,HIST,4170
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),062612,HIST,4175
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005354,HIST,4180
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005358,HIST,4200
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005355,HIST,4235
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005356,HIST,4245
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005370,HIST,4250
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005371,HIST,4260
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005361,HIST,4270
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),063250,HIST,4280
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),062613,HIST,4556
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005269,HIST,5010
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005362,HIST,5110
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005363,HIST,5130
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005364,HIST,5140
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005372,HIST,5150
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005359,HIST,5160
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),060306,HIST,5170
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),062612,HIST,5175
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005354,HIST,5180
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005358,HIST,5200
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005355,HIST,5235
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005356,HIST,5245
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005370,HIST,5250
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005371,HIST,5260
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),005361,HIST,5270
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),063250,HIST,5280
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),062613,HIST,5556
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),,HISUS,3###
ADVSR,HISTORY BA (2024-present) 960BA,37 Units Required. GRADE OF C- IS REQUIRED FOR EACH COURSE. 2.50 MAJOR CUM GPA REQUIRED TO GRADUATE. (RG-50239),HISTORY ELECTIVES,21 Units Required. Electives must include at least one course in US History and one course in World History.  One course must be in the pre-1600 category.  The remaining five electives can come from either category to reach 21 units. (RQ-64545),Additional Electives,Additional Electives to reach minimum of 21 units (LN-040),,HISUS,4###
